PROVIDERCODE,PROVIDERNAME,ADDRESS,PROVINCE,REGION,ACCREDITATION,GEOMETRY,FRAME
880000000001602,ALABANG MEDICAL CLINIC-PUTATAN,"1 NATIONAL ROAD, PUTATAN, MUNTINLUPA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.044373,14.391157,0.000000</coordinates></Point>",
880000000013337,DESIGNER SMILES DENTAL CLINIC,"UNIT 2C KENSINGTON PLACE CONDOMINIUM 1ST AVE.COR. 29TH  ST. CRESENT PARKWEST, BONIFACIO CLOBAL CITY TAGUIG, TAGUIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.044708,14.552663,0.000000</coordinates></Point>",
880000000013087,MALENAB DENTAL CLINIC,"2/F ALECON BLDG. 2012 MAGSAYSAY ST. GUADALUPE NUEVO,, MAKATI CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.045044,14.563418,0.000000</coordinates></Point>",
880000000014411,DR. ESTHER CASIPIT-TAN DENTAL CLINIC,"GRAND HAMPTONS TOWER 1 2ND AVE. COR. 31ST ST. BONIFACIO GLOBAL CITY, TAGUIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.045052,14.554498,0.000000</coordinates></Point>",
880000000006086,MPI-MEDICAL CENTER MUNTINLUPA,"# 338 NATIONAL RD. PUTATAN, MUNTINLUPA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.045204,14.394908,0.000000</coordinates></Point>",
880000000001345,LUNG CENTER OF THE PHILIPPINES,"QUEZON AVE., EXT., QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.045433,14.647846,0.000000</coordinates></Point>",
880000000006021,CARDINAL SANTOS MEDICAL CENTER,"WILSON ST., GREENHILLS, SAN JUAN, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.045815,14.597538,0.000000</coordinates></Point>",
880000000013856,"CARBONELL, FRONDOZO AND ASSOCIATES DENTAL CLINIC, CO.","GRD FLR. LEFT WING METROPOLIS MALL ALABANG CITY, MUNTINLUPA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.045822,14.417681,0.000000</coordinates></Point>",
880000000012311,"KLINI-KAYA MEDICAL SPECIALIST, INC.","UNIT 2D AND 2E KIMSTON PLAZA P. VICTOR ST. GUADALUPE NUEVO, MAKATI CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.046448,14.565539,0.000000</coordinates></Point>",
880000000009072,BERNARDINO GENERAL HOSPITAL II,"NORTH OLYMPUS ZABARTE ROAD BRGY. KALIGAYAHAN NOVALICHES, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.046799,14.739644,0.000000</coordinates></Point>",
880000000014557,CONCEPCION DENTAL CLINIC AND TEETH WHITENING CENTER,"F1 HOTEL FORT BONIFACIO STOP OVER CORNER 32ND STREET AND RIZAL DRIVE, TAGUIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.046967,14.554441,0.000000</coordinates></Point>",
880000000012985,HEALTH CHECK MEDICAL CLINIC AND DIAGNOSTIC CENTER,"SULU RIVERA HOTEL ANNEX, MATALINO ST., DILIMAN, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.048820,14.644862,0.000000</coordinates></Point>",
880000000009264,LASER CENTER,"G/F VICTOR R POTENCIANO MEDICAL CENTER, 163 EDSA, MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.049858,14.576855,0.000000</coordinates></Point>",
880000000000044,ALABANG MEDICAL CLINIC-MAIN,"#297 MONTILLANO ST., ALABANG, MUNTINLUPA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.050003,14.419266,0.000000</coordinates></Point>",
880000000006079,DR. VICTOR R. POTENCIANO MEDICAL CENTER,"163 EDSA, MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.050026,14.577016,0.000000</coordinates></Point>",
880000000009513,ASIA RENAL CARE (PHILIPPINES) INC-EDSA PARAGON,"2/F PARAGON BUILDING, EDSA COR. RELIANCE, MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.050514,14.576253,0.000000</coordinates></Point>",
880000000013374,MAC PRIMARY DENTAL CLINIC,"WALTERMART CENTER CARMONA  MACARIA BUSINESS CENTER, GOVERNOR'S DRIVE, MABUHAY, CARMONA, CAVITE, CARMONA, CAVITE, PHILIPPINES",CAVITE,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.050735,14.313124,0.000000</coordinates></Point>",
880000000013154,WORLDWIDE DENTAL SERVICES,"WORLDWIDE CORPORATE CENTER SHAW BLVD. MANDALUYONG CITY, MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.051453,14.582348,0.000000</coordinates></Point>",
880000000000248,BEST DIAGNOSTIC CORPORATION,"94 MASIKAP EXT., BRGY. CENTRAL, DILIMAN, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.052048,14.644664,0.000000</coordinates></Point>",
880000000014473,CLINIC NG BAYAN,"873 UPPER G/F DIAMOND ARCADE, AURORA BLVD., CUBAO, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.052094,14.622911,0.000000</coordinates></Point>",
880000000014783,DR. JOSEPHINE M. ARAGO DENTAL CLINIC- GOMEZ,"28-P. GOMEZ ST., BATANGAS CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.052383,13.903024,0.000000</coordinates></Point>",
880000000013318,CLINICA DENTAL - DR. MARIA GINA LYN A. FLORES,"G/F RUBY BLDG. 43 P. BURGOS ST., BATANGAS CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.052467,13.769565,0.000000</coordinates></Point>",
880000000009257,HEALTH DELIVERY SYSTEM (HEALTH FIRST),"2ND FLR. GDC BLDG., 750 SHAW BLVD., MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.053703,14.582716,0.000000</coordinates></Point>",
880000000014558,DE LUNAS DENTAL CENTRE,"3RD FLR. STARMALL EDSA COR. SHAW BLVD., MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.053734,14.582727,0.000000</coordinates></Point>",
880000000009376,HOPEMED,"2/F GENERAL ROMULO AVENUE BRGY. SOCORRO ARANETA CENTER CUBAO, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.055702,14.623565,0.000000</coordinates></Point>",
880000000002971,THE AMERICAN EYE CORRECTION CENTER,"5TH LEVEL, SHANGRILA PLAZA, EDSA COR. SHAW BLVD., MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.055992,14.580624,0.000000</coordinates></Point>",
880000000013173,R. QUIAMBAO DENTAL CLINIC,"LG 22 CITYLAND SHAW TOWER, SHAW BLVD., MANDALUYONG CITY, METRO MANILA, MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.056175,14.579347,0.000000</coordinates></Point>",
880000000000528,CLINICA MANILA,"2ND FLOOR UNIT 202 BLDG. A SM MEGAMALL COMPLEX, DON JULIO VARGAS AVE., MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.057190,14.585857,0.000000</coordinates></Point>",
880000000000665,"DIVINE MERCY HOSPITAL, INC.-LAGUNA","AMANTE SUBD., SAN PEDRO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.057549,14.359121,0.000000</coordinates></Point>",
880000000013308,"DENTAL ELITE A CENTER FOR AESTHETICS, IMPLANT & RESTORATIVE DENTISTRY - BATANGAS CITY","1ST FLOOR, MB ARCE BUILDING HILLTOP, NATIONAL HIGHWAY, KUMINTANG IBABA, BATANGAS CITY, BATANGAS CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.057739,13.759253,0.000000</coordinates></Point>",
880000000000831,EVANGELISTA MEDICAL SPECIALTY HOSPITAL,"MACARIA AVE. COR. J.P. RIZAL ST. PACITA COMPLEX, SAN PEDRO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.058174,14.341986,0.000000</coordinates></Point>",
880000000013175,J. CAPISTRANO DENTAL CLINIC,"70 BLK. 2 LOT 2 PACITA AVE. MAIN RD.MACARIA AVE. PACITA COMPH. SAN PEDRO LAGUNA, SAN PEDRO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.058479,14.343145,0.000000</coordinates></Point>",
880000000009315,"BIOMEDICS MEDICAL CLINIC, INC.","G, H, I 3RD FLR. BODY SENSES ROBINSONS GALLERIA EDSA COR ORTIGAS AVE., QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.058769,14.591869,0.000000</coordinates></Point>",
880000000000965,GOOD NEWS CLINIC & HOSPITAL,"ILOGUE, TAM-AN, BANAUE, IFUGAO, PHILIPPINES",IFUGAO,CAR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.058807,16.914036,0.000000</coordinates></Point>",
880000000013317,VERGARA-MUNOZ DENTAL CLINIC,"D. SILANG ST. COR.CANLAPAN ST. BATANGAS CITY, BATANGAS CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.058929,13.759436,0.000000</coordinates></Point>",
880000000013512,ALEM DENTAL CLINIC - PARAÑAQUE,"PRIMA MEDICA HEALTH CLINIC,3RD FLOOR BLDG. B, SM CITY SUCAT PARAÑAQUE, PARAÑAQUE CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.059151,14.512291,0.000000</coordinates></Point>",
880000000009274,GALILEO SURGICENTER,"G/F BELSON HOUSE 271 EDSA, MANDALUYONG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.059174,14.600923,0.000000</coordinates></Point>",
880000000013077,DENTAL SPECIALIST CLINIC,"12 GUMAMELA ST, PEMBO MAKATI, MAKATI CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.060722,14.546336,0.000000</coordinates></Point>",
880000000014455,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,"LOT 3 & 4, BLK. 3, NEOPOLITAN BUSINESS PARKS, REGALADO HIGHWAY, BRGY. GREATER LAGRO, NOVALICHES, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.060860,14.731577,0.000000</coordinates></Point>",
880000000013981,MARIATEGUE DENTAL CLINIC,"141 M L QUEZON ST. LOWER BICUTAN, TAGUIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.061829,14.491549,0.000000</coordinates></Point>",
880000000006053,WORLD CITI MEDICAL CENTER,"960 AURORA BLVD., CUBAO, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.063210,14.627053,0.000000</coordinates></Point>",
880000000013693,JACQUILINE AGUILAR ORTHO DENTAL CLINIC,"SHOP 29 2ND FLR. PASEO DE STA. ROSA, STA ROSA LAGUNA, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.064529,14.248162,0.000000</coordinates></Point>",
880000000013355,PCONCIO DENTAL CLINIC,"927 P. HERRERA ST. BGY. AGUHO,, PATEROS, METRO MANILA, PATEROS, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.064934,14.544041,0.000000</coordinates></Point>",
880000000009080,SAN PEDRO DOCTORS HOSPITAL,"REMEDIOS BUILDING, NATIONAL HIGHWAY, SAN PEDRO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.065109,14.348836,0.000000</coordinates></Point>",
880000000013839,CRUZ DENTAL CLINIC,"89 PACITA AVE., PACITA 1, SAN PEDRO LAGUNA, SAN PEDRO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.065262,14.347386,0.000000</coordinates></Point>",
880000000009442,ASSOCIATED DOCTORS CLINIC CORPORATION,"MADISON SQUARE, NATIONAL HIGHWAY, BRGY. LANDAYAN, SAN PEDRO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.065392,14.348709,0.000000</coordinates></Point>",
880000000009724,"D' FAMILY CARE CLINIC, INC.-LAGRO","G/F QUIRINO HIGHWAY, LAGRO, FAIRVIEW, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.066895,14.735486,0.000000</coordinates></Point>",
880000000009571,SOUTHERN LUZON HOSPITAL AND MEDICAL CENTER,"SLHMCI GREENFIELD CITY, DON JOSE, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.067238,14.248635,0.000000</coordinates></Point>",
880000000000872,FEU-NRMF MEDICAL CENTER,"H. REGALADO COR. DAHLIA ST., WEST FAIRVIEW, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.067245,14.698972,0.000000</coordinates></Point>",
880000000014555,ROCO DENTAL CLINIC,"SUITE 1605 THE MEDICAL CITY ORTIGAS, PASIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.069313,14.589881,0.000000</coordinates></Point>",
880000000000852,FAIRVIEW GENERAL HOSPITAL,"LOT 20, FAIRVIEW AVE., COR MERCURY ST., BRGY. FAIRVIEW, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.072021,14.705624,0.000000</coordinates></Point>",
880000000009247,ACE DIAGNOSTICS,"UNIT 4 & 5 CPE BLDG. DON MARIANO AVE. FAIRVIEW., QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.075699,14.704857,0.000000</coordinates></Point>",
880000000012017,SUREHEALTH MULTI-SPECIALTY DIAGNOSTIC CLINIC,"UNIT 207 WEBJET BLDG., E. RODRIGUEZ JR. AVE., BAGUMBAYAN, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.078957,14.603077,0.000000</coordinates></Point>",
880000000013914,DR. MYRNA M. SAMSON DENTAL CLINIC,"2ND FLOOR PM BUILDING, FELIPE- DY COMPUND BONIFACIO ST. POBLACION, BIÑAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.079803,14.338488,0.000000</coordinates></Point>",
880000000009239,"BOROUGH MEDICAL CARE INSTITUTE, INC.-LIBIS","6/F CYBERMALL, EASTWOOD CITY, LIBIS, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.080620,14.607723,0.000000</coordinates></Point>",
880000000009235,"CLINICA MARIKINA MULTISPECIALTY CLINICS, INC.","1/F BENHEL MANSION, SAN PASCUAL BLDG., 79 A. BONIFACIO AVE. BARANGKA, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.081985,14.631860,0.000000</coordinates></Point>",
880000000011088,COMMONHEALTH DIAGNOSTIC AND WELLNESS CENTER,"UPPER GROUND FLR. LENNJUL BLDG. # 2205 COMMONWEALTH AVE., BRGY. HOLY SPIRIT, QUEZON CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.083069,14.678403,0.000000</coordinates></Point>",
880000000013177,BEDIA-PARATI ORTHO-DENTAL CLINIC,"120 P. PATERNO ST. BIÑAN LAGUNA, BIÑAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.084335,14.344777,0.000000</coordinates></Point>",
880000000001816,"UPH-DR. JOSE G. TAMAYO MEDICAL UNIVERSITY, INC.","STO. NINO, BIÑAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.085297,14.330744,0.000000</coordinates></Point>",
880000000006016,BINAN DOCTORS' HOSPITAL INC.,"BO. PLATERO, BIÑAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.092186,14.326087,0.000000</coordinates></Point>",
880000000013398,UY EYE CLINIC,"NATIONAL HIGHWAY, SAN ANTONIO, BIÑAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.092728,14.326493,0.000000</coordinates></Point>",
880000000013635,CARA-CATARAN ORTHO-DENTAL CLINIC,"17 LRG BLDG. NATIONAL HI-WAY PLATERO BIÑAN LAGUNA, BIÑAN, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.093155,14.325058,0.000000</coordinates></Point>",
880000000000479,CENTRO MEDICAL & LABORATORY CLINIC,"351 J.P. RIZAL ST STO NINO, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.094238,14.634933,0.000000</coordinates></Point>",
880000000009479,STA. ROSA HOSPITAL AND MEDICAL CENTER,"RSBS BLVD. SAN LORENZO SOUTH BALIBAGO, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.095436,14.287128,0.000000</coordinates></Point>",
880000000013760,MICHELLE C. LIZARDA DENTAL CLINIC - STA ROSA HOSPITAL AND MEDICAL CENTER,"STA. ROSA HOSPITAL & MEDICAL RSBS BLVD. SAN LORENZO SOUTH BALIBAGO, STA. ROSA, LAGUNA, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.095474,14.287341,0.000000</coordinates></Point>",
880000000002350,ST. VICTORIA HOSPITAL,"444 J.P. RIZAL ST. LAMUAN, MALANDAY, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.095619,14.643699,0.000000</coordinates></Point>",
880000000001448,MARIKINA CARDIAC LABORATORY,"239 J.P. RIZAL ST., SAN ROQUE, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.096481,14.628953,0.000000</coordinates></Point>",
880000000013632,EAC DENTAL CLINIC,"25 SANTALIA DT. DE CASTRO SUBD. STA. LUCIA PASIG CITY, PASIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.097908,14.586138,0.000000</coordinates></Point>",
880000000002814,"MARIAN HOSPITAL OF STA. ROSA, INC.","816 – A RIZAL BLVD. BRGY. TAGAPO, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.098457,14.320952,0.000000</coordinates></Point>",
880000000009317,NEW SINAI MDI HOSPITAL,"NATIONAL HIGHWAY BRGY. TAGAPO, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.098564,14.317573,0.000000</coordinates></Point>",
880000000010794,MANILA DOCTORS HOSPITAL AMBULATORY & DIAGNOSTIC CLINIC,"2ND FLR. BLUEWAVE MARIKINA SUMULONG HIGHWAY COR. G. FERNANDEZ AVE., STO. NINO, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.101059,14.635529,0.000000</coordinates></Point>",
880000000013149,ARCIGAL DENTAL CLINIC,"G3 RCJ BLDG. COUNTRY SIDE AVE. CORNER ORTIGAS EXT. PASIG CITY, PASIG CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.101288,14.589066,0.000000</coordinates></Point>",
880000000009625,HEALTH STAT DIAGNOSTIC AND MEDICAL CLINIC,"UNIT 15 & 16 MARIKINA EAST CENTER BLDG. # 83 G. FERNANDO AVE. SAN ROQUE, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.101685,14.621115,0.000000</coordinates></Point>",
880000000013857,NGIPIN AVENUE DENTAL CLINIC,"ORANGE SQUARE STADIUM & HOTEL, BALIBAGO COMPLEX STA. ROSA, LAGUNA, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.102615,14.293028,0.000000</coordinates></Point>",
880000000012313,EASTERN MARIKINA DIALYSIS CENTER,"UNIT 101, NODISON CENTER, #9 MARCOS HIGHWAY, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED CLINIC,"<Point><coordinates>121.103065,14.620648,0.000000</coordinates></Point>",
880000000013314,AYAG-MARANAN ORTHO DENTAL CLINIC,"UNIT 3 HOSPICIA ARCADE, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.105515,14.296344,0.000000</coordinates></Point>",
880000000013802,FATIMA M. RAMILO - MANALO DENTAL CLINIC,"1334 C. RIZAL BLVD. BALIBAGO, STA. ROSA, LAGUNA, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.106133,14.297031,0.000000</coordinates></Point>",
880000000000188,BALIBAGO POLYCLINIC AND HOSPITAL INC.,"PROVINCIAL ROAD, BALIBAGO, SANTA ROSA CITY, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.106743,14.297400,0.000000</coordinates></Point>",
880000000009600,JESUS IMMACULATE CONCEPCION HOSPITAL,"# 15 KATIPUNAN AVE STO NINO, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.108994,14.638358,0.000000</coordinates></Point>",
880000000006032,GARCIA GENERAL HOSPITAL,"49 BAYAN-BAYANAN AVE., COR. T. BUGALLON ST. MARIKINA HEIGHTS, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.110909,14.651251,0.000000</coordinates></Point>",
880000000009451,SAN RAMON HOSPITAL,"38 GEN. ORDOÑEZ ST. RANCHO 4 IV, MARIKINA CITY, METRO MANILA, PHILIPPINES",METRO MANILA,NCR,MAXICARE-ACCREDITED HOSPITAL,"<Point><coordinates>121.116402,14.643891,0.000000</coordinates></Point>",
880000000014623,SALAZAR-CARANDANG ORTHO DENTAL CLINIC,"2 MACASAET BLDG. MAYAPA, CALAMBA, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.122597,14.211596,0.000000</coordinates></Point>",
880000000014082,DR. ERROL DENTAL CLINIC,"2ND FLOOR JIAO MEDICAL BUILDING NATIONAL HIGHWAY SICO LIPA CITY, LIPA CITY, BATANGAS, PHILIPPINES",BATANGAS,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.123581,13.939774,0.000000</coordinates></Point>",
880000000013325,JOLLY SMILE DENTAL CLINIC,"BLK. 7 LOT 8 MAHOGANY PROMANADE VILLAGE PULO CABUYAO LAGUNA, CABUYAO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.125038,14.279231,0.000000</coordinates></Point>",
880000000013745,CRISTINA A. DIZON - ALINSUNURIN DENTAL CLINIC,"250 NATIONAL HIGHWAY BANLIC, CABUYAO, LAGUNA, CABUYAO, LAGUNA, PHILIPPINES",LAGUNA,REGION 4-A,MAXICARE-ACCREDITED DENTAL CLINIC,"<Point><coordinates>121.138298,14.228611,0.000000</coordinates></Point>",
